item,report_date,pettah_wholesale_today,narahenpita_retail_today,import
Beans,9/14/2020,240,280,
Carrot,9/14/2020,100,160,
Cabbage,9/14/2020,83,160,
Tomato,9/14/2020,107,180,
Brinjal,9/14/2020,45,120,
Pumpkin,9/14/2020,130,200,
Snake gourd,9/14/2020,130,160,
Red Onion (local),9/14/2020,153,240,
Red Onion (lmp),9/14/2020,220,220,
Big Onion (local),9/14/2020,148,138,
Big Onion (Imp),9/14/2020,145,160,
Potato (local),9/14/2020,127,180,
Potato (Imp),9/14/2020,110,140,
Dried Chillie (Imp),9/14/2020,410,480,
Coconut,9/14/2020,69,73,
Coconut oil/Ltr,9/14/2020,380,493,
Dhal (Small),9/14/2020,138,140,
Sugar,9/14/2020,126,130,
Egg,9/14/2020,16.5,21,
Sprat,9/14/2020,550,800,
Green Chillie,9/14/2020,130,300,
Lime,9/14/2020,45,160,
Banana (Sour),9/14/2020,85,120,
Papaw,9/14/2020,90,110,
Pineapple,9/14/2020,170,130,
Apple (Imp),9/14/2020,48,48,
Orange (Imp),9/14/2020,50,50,
Samba,9/14/2020,96,98,
Nadu,9/14/2020,90,96,no
Kekulu White,9/14/2020,90,93,
Kekulu Red,9/14/2020,88,93,
Kelawalla,9/14/2020,600,820,
Thalapath,9/14/2020,900,980,
Balaya,9/14/2020,450,480,
Paraw,9/14/2020,620,500,
Salaya,9/14/2020,220,280,
Hurulla,9/14/2020,450,660,
Beans,9/11/2020,245,280,
Carrot,9/11/2020,120,160,
Cabbage,9/11/2020,83,200,
Tomato,9/11/2020,110,180,
Brinjal,9/11/2020,53,120,
Pumpkin,9/11/2020,130,200,
Snake gourd,9/11/2020,105,160,
Red Onion (local),9/11/2020,145,200,
Red Onion (lmp),9/11/2020,200,200,
Big Onion (local),9/11/2020,143,133,
Big Onion (Imp),9/11/2020,140,150,
Potato (local),9/11/2020,127,200,
Potato (Imp),9/11/2020,107,160,
Dried Chillie (Imp),9/11/2020,410,480,
Coconut,9/11/2020,64,73,
Coconut oil/Ltr,9/11/2020,380,493,
Dhal (Small),9/11/2020,138,140,
Sugar,9/11/2020,126,130,
Egg,9/11/2020,19.5,21,
Sprat,9/11/2020,550,800,
Green Chillie,9/11/2020,100,300,
Lime,9/11/2020,55,200,
Banana (Sour),9/11/2020,80,120,
Papaw,9/11/2020,90,120,
Pineapple,9/11/2020,160,140,
Apple (Imp),9/11/2020,48,48,
Orange (Imp),9/11/2020,50,50,
Samba,9/11/2020,96,98,
Nadu,9/11/2020,90,96,no
Kekulu White,9/11/2020,90,93,
Kekulu Red,9/11/2020,88,93,
Kelawalla,9/11/2020,650,820,
Thalapath,9/11/2020,900,960,
Balaya,9/11/2020,450,480,
Paraw,9/11/2020,650,560,
Salaya,9/11/2020,180,300,
Hurulla,9/11/2020,350,640,
Beans,9/10/2020,200,280,
Carrot,9/10/2020,115,180,
Cabbage,9/10/2020,108,180,
Tomato,9/10/2020,110,180,
Brinjal,9/10/2020,75,140,
Pumpkin,9/10/2020,138,160,
Snake gourd,9/10/2020,103,180,
Red Onion (local),9/10/2020,145,153,
Red Onion (lmp),9/10/2020,170,200,
Big Onion (local),9/10/2020,143,138,
Big Onion (Imp),9/10/2020,135,150,
Potato (local),9/10/2020,125,200,
Potato (Imp),9/10/2020,115,160,
Dried Chillie (Imp),9/10/2020,410,480,
Coconut,9/10/2020,64,73,
Coconut oil/Ltr,9/10/2020,380,493,
Dhal (Small),9/10/2020,138,140,
Sugar,9/10/2020,126,130,
Egg,9/10/2020,19.5,21,
Sprat,9/10/2020,550,800,
Green Chillie,9/10/2020,100,260,
Lime,9/10/2020,55,160,
Banana (Sour),9/10/2020,80,120,
Papaw,9/10/2020,90,120,
Pineapple,9/10/2020,160,130,
Apple (Imp),9/10/2020,48,48,
Orange (Imp),9/10/2020,50,50,
Samba,9/10/2020,96,98,
Nadu,9/10/2020,90,96,no
Kekulu White,9/10/2020,90,93,
Kekulu Red,9/10/2020,88,93,
Kelawalla,9/10/2020,620,820,
Thalapath,9/10/2020,900,950,
Balaya,9/10/2020,380,480,
Paraw,9/10/2020,600,550,
Salaya,9/10/2020,180,300,
Hurulla,9/10/2020,400,600,
Beans,9/9/2020,190,260,
Carrot,9/9/2020,100,160,
Cabbage,9/9/2020,90,180,
Tomato,9/9/2020,100,160,
Brinjal,9/9/2020,60,120,
Pumpkin,9/9/2020,135,180,
Snake gourd,9/9/2020,100,160,
Red Onion (local),9/9/2020,145,200,
Red Onion (lmp),9/9/2020,160,200,
Big Onion (local),9/9/2020,148,138,
Big Onion (Imp),9/9/2020,143,150,
Potato (local),9/9/2020,130,200,
Potato (Imp),9/9/2020,125,160,
Dried Chillie (Imp),9/9/2020,410,480,
Coconut,9/9/2020,64,73,
Coconut oil/Ltr,9/9/2020,380,493,
Dhal (Small),9/9/2020,138,140,
Sugar,9/9/2020,126,130,
Egg,9/9/2020,19.5,21,
Sprat,9/9/2020,550,800,
Green Chillie,9/9/2020,100,200,
Lime,9/9/2020,55,140,
Banana (Sour),9/9/2020,80,120,
Papaw,9/9/2020,90,120,
Pineapple,9/9/2020,160,140,
Apple (Imp),9/9/2020,48,48,
Orange (Imp),9/9/2020,50,50,
Samba,9/9/2020,96,98,
Nadu,9/9/2020,90,96,no
Kekulu White,9/9/2020,90,93,
Kekulu Red,9/9/2020,88,93,
Kelawalla,9/9/2020,650,820,
Thalapath,9/9/2020,900,960,
Balaya,9/9/2020,400,480,
Paraw,9/9/2020,650,550,
Salaya,9/9/2020,180,300,
Hurulla,9/9/2020,370,600,
Beans,9/8/2020,240,280,
Carrot,9/8/2020,115,180,
Cabbage,9/8/2020,100,180,
Tomato,9/8/2020,105,180,
Brinjal,9/8/2020,80,160,
Pumpkin,9/8/2020,140,200,
Snake gourd,9/8/2020,90,160,
Red Onion (local),9/8/2020,145,200,
Red Onion (lmp),9/8/2020,160,200,
Big Onion (local),9/8/2020,148,133,
Big Onion (Imp),9/8/2020,143,150,
Potato (local),9/8/2020,125,200,
Potato (Imp),9/8/2020,125,160,
Dried Chillie (Imp),9/8/2020,410,480,
Coconut,9/8/2020,64,73,
Coconut oil/Ltr,9/8/2020,380,493,
Dhal (Small),9/8/2020,137,148,
Sugar,9/8/2020,126,130,
Egg,9/8/2020,19.5,21,
Sprat,9/8/2020,550,800,
Green Chillie,9/8/2020,150,300,
Lime,9/8/2020,55,200,
Banana (Sour),9/8/2020,100,120,
Papaw,9/8/2020,90,160,
Pineapple,9/8/2020,160,200,
Apple (Imp),9/8/2020,48,48,
Orange (Imp),9/8/2020,50,50,
Samba,9/8/2020,96,98,
Nadu,9/8/2020,90,96,no
Kekulu White,9/8/2020,90,93,
Kekulu Red,9/8/2020,88,93,
Kelawalla,9/8/2020,650,820,
Thalapath,9/8/2020,900,960,
Balaya,9/8/2020,450,380,
Paraw,9/8/2020,700,800,
Salaya,9/8/2020,230,280,
Hurulla,9/8/2020,490,450,
Beans,9/7/2020,230,260,
Carrot,9/7/2020,130,160,
Cabbage,9/7/2020,100,200,
Tomato,9/7/2020,100,140,
Brinjal,9/7/2020,65,140,
Pumpkin,9/7/2020,135,180,
Snake gourd,9/7/2020,90,160,
Red Onion (local),9/7/2020,148,200,
Red Onion (lmp),9/7/2020,200,138,
Big Onion (local),9/7/2020,150,138,
Big Onion (Imp),9/7/2020,140,150,
Potato (local),9/7/2020,130,200,
Potato (Imp),9/7/2020,125,160,
Dried Chillie (Imp),9/7/2020,410,480,
Coconut,9/7/2020,64,73,
Coconut oil/Ltr,9/7/2020,380,493,
Dhal (Small),9/7/2020,138,148,
Sugar,9/7/2020,126,130,
Egg,9/7/2020,19.5,21,
Sprat,9/7/2020,550,800,
Green Chillie,9/7/2020,150,200,
Lime,9/7/2020,55,140,
Banana (Sour),9/7/2020,80,120,
Papaw,9/7/2020,90,130,
Pineapple,9/7/2020,160,140,
Apple (Imp),9/7/2020,48,48,
Orange (Imp),9/7/2020,50,50,
Samba,9/7/2020,96,98,
Nadu,9/7/2020,90,96,no
Kekulu White,9/7/2020,90,93,
Kekulu Red,9/7/2020,88,93,
Kelawalla,9/7/2020,650,820,
Thalapath,9/7/2020,900,960,
Balaya,9/7/2020,380,400,
Paraw,9/7/2020,600,780,
Salaya,9/7/2020,180,280,
Hurulla,9/7/2020,300,480,
Beans,9/4/2020,205,280,
Carrot,9/4/2020,118,180,
Cabbage,9/4/2020,110,240,
Tomato,9/4/2020,85,160,
Brinjal,9/4/2020,120,140,
Pumpkin,9/4/2020,148,200,
Snake gourd,9/4/2020,110,180,
Red Onion (local),9/4/2020,135,200,
Red Onion (lmp),9/4/2020,130,240,
Big Onion (local),9/4/2020,124,118,
Big Onion (Imp),9/4/2020,120,140,
Potato (local),9/4/2020,148,200,
Potato (Imp),9/4/2020,135,180,
Dried Chillie (Imp),9/4/2020,380,480,
Coconut,9/4/2020,64,73,
Coconut oil/Ltr,9/4/2020,340,493,
Dhal (Small),9/4/2020,135,148,
Sugar,9/4/2020,126,130,
Egg,9/4/2020,22,22,
Sprat,9/4/2020,550,800,
Green Chillie,9/4/2020,155,240,
Lime,9/4/2020,55,160,
Banana (Sour),9/4/2020,75,130,
Papaw,9/4/2020,90,120,
Pineapple,9/4/2020,160,140,
Apple (Imp),9/4/2020,48,48,
Orange (Imp),9/4/2020,55,55,
Samba,9/4/2020,96,98,
Nadu,9/4/2020,92,96,no
Kekulu White,9/4/2020,91,93,
Kekulu Red,9/4/2020,89,93,
Kelawalla,9/4/2020,550,820,
Thalapath,9/4/2020,800,960,
Balaya,9/4/2020,300,360,
Paraw,9/4/2020,600,780,
Salaya,9/4/2020,130,260,
Hurulla,9/4/2020,260,460,
Beans,9/3/2020,200,240,
Carrot,9/3/2020,115,160,
Cabbage,9/3/2020,113,200,
Tomato,9/3/2020,75,140,
Brinjal,9/3/2020,120,160,
Pumpkin,9/3/2020,148,160,
Snake gourd,9/3/2020,105,160,
Red Onion (local),9/3/2020,130,240,
Red Onion (lmp),9/3/2020,110,240,
Big Onion (local),9/3/2020,94,118,
Big Onion (Imp),9/3/2020,115,140,
Potato (local),9/3/2020,140,200,
Potato (Imp),9/3/2020,110,160,
Dried Chillie (Imp),9/3/2020,380,480,
Coconut,9/3/2020,64,73,
Coconut oil/Ltr,9/3/2020,340,370,
Dhal (Small),9/3/2020,135,148,
Sugar,9/3/2020,126,130,
Egg,9/3/2020,21.5,22,
Sprat,9/3/2020,550,800,
Green Chillie,9/3/2020,150,240,
Lime,9/3/2020,55,140,
Banana (Sour),9/3/2020,75,120,
Papaw,9/3/2020,90,130,
Pineapple,9/3/2020,160,140,
Apple (Imp),9/3/2020,48,48,
Orange (Imp),9/3/2020,55,55,
Samba,9/3/2020,96,98,
Nadu,9/3/2020,92,96,no
Kekulu White,9/3/2020,91,93,
Kekulu Red,9/3/2020,89,93,
Kelawalla,9/3/2020,600,820,
Thalapath,9/3/2020,800,980,
Balaya,9/3/2020,300,360,
Paraw,9/3/2020,600,760,
Salaya,9/3/2020,150,280,
Hurulla,9/3/2020,260,440,
Beans,9/2/2020,213,280,
Carrot,9/2/2020,128,180,
Cabbage,9/2/2020,120,180,
Tomato,9/2/2020,75,140,
Brinjal,9/2/2020,125,160,
Pumpkin,9/2/2020,140,200,
Snake gourd,9/2/2020,105,160,
Red Onion (local),9/2/2020,130,240,
Red Onion (lmp),9/2/2020,130,160,
Big Onion (local),9/2/2020,93,108,
Big Onion (Imp),9/2/2020,103,140,
Potato (local),9/2/2020,150,200,
Potato (Imp),9/2/2020,115,160,
Dried Chillie (Imp),9/2/2020,380,480,
Coconut,9/2/2020,64,73,
Coconut oil/Ltr,9/2/2020,340,370,
Dhal (Small),9/2/2020,135,148,
Sugar,9/2/2020,126,130,
Egg,9/2/2020,21.5,22,
Sprat,9/2/2020,550,800,
Green Chillie,9/2/2020,140,280,
Lime,9/2/2020,55,160,
Banana (Sour),9/2/2020,75,130,
Papaw,9/2/2020,90,120,
Pineapple,9/2/2020,190,130,
Apple (Imp),9/2/2020,48,48,
Orange (Imp),9/2/2020,55,55,
Samba,9/2/2020,96,98,
Nadu,9/2/2020,92,96,no
Kekulu White,9/2/2020,91,93,
Kekulu Red,9/2/2020,89,93,
Kelawalla,9/2/2020,500,980,
Thalapath,9/2/2020,880,980,
Balaya,9/2/2020,300,350,
Paraw,9/2/2020,600,750,
Salaya,9/2/2020,120,250,
Hurulla,9/2/2020,360,420,
Beans,8/31/2020,245,240,
Carrot,8/31/2020,145,160,
Cabbage,8/31/2020,120,200,
Tomato,8/31/2020,65,120,
Brinjal,8/31/2020,120,160,
Pumpkin,8/31/2020,128,140,
Snake gourd,8/31/2020,110,140,
Red Onion (local),8/31/2020,123,240,
Red Onion (lmp),8/31/2020,100,130,
Big Onion (local),8/31/2020,85,115,
Big Onion (Imp),8/31/2020,96,140,
Potato (local),8/31/2020,153,200,
Potato (Imp),8/31/2020,110,160,
Dried Chillie (Imp),8/31/2020,380,480,
Coconut,8/31/2020,69,73,
Coconut oil/Ltr,8/31/2020,340,493,
Dhal (Small),8/31/2020,135,148,
Sugar,8/31/2020,126,130,
Egg,8/31/2020,19.5,22,
Sprat,8/31/2020,550,800,
Green Chillie,8/31/2020,140,200,
Lime,8/31/2020,50,140,
Banana (Sour),8/31/2020,75,130,
Papaw,8/31/2020,83,110,
Pineapple,8/31/2020,160,140,
Apple (Imp),8/31/2020,48,48,
Orange (Imp),8/31/2020,55,55,
Samba,8/31/2020,98,98,
Nadu,8/31/2020,90,96,no
Kekulu White,8/31/2020,88,93,
Kekulu Red,8/31/2020,88,93,
Kelawalla,8/31/2020,580,980,
Thalapath,8/31/2020,880,880,
Balaya,8/31/2020,300,360,
Paraw,8/31/2020,620,880,
Salaya,8/31/2020,180,260,
Hurulla,8/31/2020,350,560,
Beans,8/28/2020,177,220,
Carrot,8/28/2020,90,160,
Cabbage,8/28/2020,130,160,
Tomato,8/28/2020,53,100,
Brinjal,8/28/2020,107,160,
Pumpkin,8/28/2020,127,140,
Snake gourd,8/28/2020,110,140,
Red Onion (local),8/28/2020,123,240,
Red Onion (lmp),8/28/2020,100,120,
Big Onion (local),8/28/2020,97,103,
Big Onion (Imp),8/28/2020,95,120,
Potato (local),8/28/2020,153,200,
Potato (Imp),8/28/2020,110,160,
Dried Chillie (Imp),8/28/2020,380,480,
Coconut,8/28/2020,64,73,
Coconut oil/Ltr,8/28/2020,340,493,
Dhal (Small),8/28/2020,135,148,
Sugar,8/28/2020,126,130,
Egg,8/28/2020,21.5,22,
Sprat,8/28/2020,550,800,
Green Chillie,8/28/2020,150,240,
Lime,8/28/2020,55,160,
Banana (Sour),8/28/2020,75,130,
Papaw,8/28/2020,85,120,
Pineapple,8/28/2020,160,130,
Apple (Imp),8/28/2020,48,48,
Orange (Imp),8/28/2020,55,55,
Samba,8/28/2020,96,98,
Nadu,8/28/2020,92,96,no
Kekulu White,8/28/2020,91,93,
Kekulu Red,8/28/2020,89,93,
Kelawalla,8/28/2020,560,980,
Balaya,8/28/2020,240,360,
Paraw,8/28/2020,620,860,
Salaya,8/28/2020,170,280,
Hurulla,8/28/2020,310,560,
Beans,8/27/2020,145,240,
Carrot,8/27/2020,95,140,
Cabbage,8/27/2020,125,240,
Tomato,8/27/2020,48,120,
Brinjal,8/27/2020,115,140,
Pumpkin,8/27/2020,120,180,
Snake gourd,8/27/2020,100,160,
Red Onion (local),8/27/2020,123,180,
Red Onion (lmp),8/27/2020,100,130,
Big Onion (local),8/27/2020,100,103,
Big Onion (Imp),8/27/2020,95,120,
Potato (local),8/27/2020,150,200,
Potato (Imp),8/27/2020,113,160,
Dried Chillie (Imp),8/27/2020,380,480,
Coconut,8/27/2020,64,73,
Coconut oil/Ltr,8/27/2020,340,493,
Dhal (Small),8/27/2020,135,150,
Sugar,8/27/2020,126,130,
Egg,8/27/2020,20,22,
Sprat,8/27/2020,550,800,
Green Chillie,8/27/2020,150,280,
Lime,8/27/2020,55,160,
Banana (Sour),8/27/2020,75,130,
Papaw,8/27/2020,85,120,
Pineapple,8/27/2020,160,140,
Apple (Imp),8/27/2020,48,48,
Orange (Imp),8/27/2020,55,55,
Samba,8/27/2020,96,98,
Nadu,8/27/2020,92,96,no
Kekulu White,8/27/2020,91,93,
Kekulu Red,8/27/2020,89,93,
Kelawalla,8/27/2020,550,960,
Thalapath,8/27/2020,860,980,
Balaya,8/27/2020,240,360,
Paraw,8/27/2020,640,820,
Salaya,8/27/2020,190,280,
Hurulla,8/27/2020,380,580,
Beans,8/26/2020,180,240,
Carrot,8/26/2020,110,180,
Cabbage,8/26/2020,135,200,
Tomato,8/26/2020,60,120,
Brinjal,8/26/2020,113,180,
Pumpkin,8/26/2020,128,160,
Snake gourd,8/26/2020,110,160,
Red Onion (local),8/26/2020,110,180,
Red Onion (lmp),8/26/2020,130,130,
Big Onion (local),8/26/2020,100,108,
Big Onion (Imp),8/26/2020,97,120,
Potato (local),8/26/2020,150,200,
Potato (Imp),8/26/2020,110,160,
Dried Chillie (Imp),8/26/2020,380,480,
Coconut,8/26/2020,63,73,
Coconut oil/Ltr,8/26/2020,340,493,
Dhal (Small),8/26/2020,135,150,
Sugar,8/26/2020,126,130,
Egg,8/26/2020,21.5,22,
Sprat,8/26/2020,550,800,
Green Chillie,8/26/2020,155,240,
Lime,8/26/2020,55,140,
Banana (Sour),8/26/2020,75,120,
Papaw,8/26/2020,70,110,
Pineapple,8/26/2020,160,140,
Apple (Imp),8/26/2020,48,48,
Orange (Imp),8/26/2020,55,55,
Samba,8/26/2020,96,98,
Nadu,8/26/2020,92,96,no
Kekulu White,8/26/2020,91,96,
Kekulu Red,8/26/2020,89,93,
Kelawalla,8/26/2020,580,980,
Thalapath,8/26/2020,900,980,
Balaya,8/26/2020,380,380,
Paraw,8/26/2020,620,860,
Salaya,8/26/2020,150,250,
Hurulla,8/26/2020,320,560,
Beans,8/25/2020,200,240,
Carrot,8/25/2020,120,160,
Cabbage,8/25/2020,140,180,
Tomato,8/25/2020,50,100,
Brinjal,8/25/2020,120,160,
Pumpkin,8/25/2020,120,140,
Snake gourd,8/25/2020,100,160,
Red Onion (local),8/25/2020,120,200,
Big Onion (local),8/25/2020,100,108,
Big Onion (Imp),8/25/2020,98,120,
Potato (local),8/25/2020,145,180,
Potato (Imp),8/25/2020,110,160,
Dried Chillie (Imp),8/25/2020,380,480,
Coconut,8/25/2020,64,73,
Coconut oil/Ltr,8/25/2020,340,493,
Dhal (Small),8/25/2020,135,150,
Sugar,8/25/2020,126,130,
Egg,8/25/2020,21.5,22,
Sprat,8/25/2020,550,800,
Green Chillie,8/25/2020,160,200,
Lime,8/25/2020,55,160,
Banana (Sour),8/25/2020,75,120,
Papaw,8/25/2020,70,110,
Pineapple,8/25/2020,170,140,
Apple (Imp),8/25/2020,48,48,
Orange (Imp),8/25/2020,55,55,
Samba,8/25/2020,96,98,
Nadu,8/25/2020,92,96,no
Kekulu White,8/25/2020,91,93,
Kekulu Red,8/25/2020,89,93,
Kelawalla,8/25/2020,600,960,
Thalapath,8/25/2020,880,980,
Balaya,8/25/2020,380,380,
Paraw,8/25/2020,600,680,
Salaya,8/25/2020,180,300,
Hurulla,8/25/2020,450,580,
Beans,8/24/2020,198,240,
Carrot,8/24/2020,130,160,
Cabbage,8/24/2020,140,160,
Tomato,8/24/2020,50,100,
Brinjal,8/24/2020,140,160,
Pumpkin,8/24/2020,120,140,
Snake gourd,8/24/2020,100,160,
Red Onion (local),8/24/2020,125,240,
Red Onion (lmp),8/24/2020,180,200,
Big Onion (local),8/24/2020,90,113,
Big Onion (Imp),8/24/2020,95,110,
Potato (local),8/24/2020,140,200,
Potato (Imp),8/24/2020,110,140,
Dried Chillie (Imp),8/24/2020,380,460,
Coconut,8/24/2020,64,73,
Coconut oil/Ltr,8/24/2020,340,493,
Dhal (Small),8/24/2020,135,150,
Sugar,8/24/2020,126,130,
Egg,8/24/2020,21.5,23,
Sprat,8/24/2020,550,800,
Green Chillie,8/24/2020,155,200,
Lime,8/24/2020,55,140,
Banana (Sour),8/24/2020,75,120,
Papaw,8/24/2020,70,100,
Pineapple,8/24/2020,180,120,
Apple (Imp),8/24/2020,48,48,
Orange (Imp),8/24/2020,55,55,
Samba,8/24/2020,96,98,
Nadu,8/24/2020,92,96,no
Kekulu White,8/24/2020,91,93,
Kekulu Red,8/24/2020,89,93,
Kelawalla,8/24/2020,530,960,
Thalapath,8/24/2020,860,980,
Balaya,8/24/2020,350,380,
Paraw,8/24/2020,550,680,
Salaya,8/24/2020,220,300,
Hurulla,8/24/2020,450,580,
Beans,8/21/2020,185,240,
Carrot,8/21/2020,95,120,
Cabbage,8/21/2020,135,160,
Tomato,8/21/2020,58,80,
Brinjal,8/21/2020,135,140,
Pumpkin,8/21/2020,130,140,
Snake gourd,8/21/2020,100,120,
Red Onion (local),8/21/2020,123,240,
Red Onion (lmp),8/21/2020,180,180,
Big Onion (local),8/21/2020,95,103,
Big Onion (Imp),8/21/2020,99,120,
Potato (local),8/21/2020,160,200,
Potato (Imp),8/21/2020,110,160,
Dried Chillie (Imp),8/21/2020,380,480,
Coconut,8/21/2020,63,73,
Coconut oil/Ltr,8/21/2020,340,493,
Dhal (Small),8/21/2020,135,150,
Sugar,8/21/2020,126,130,
Egg,8/21/2020,22,22,
Sprat,8/21/2020,550,800,
Green Chillie,8/21/2020,120,260,
Lime,8/21/2020,65,140,
Banana (Sour),8/21/2020,75,110,
Papaw,8/21/2020,70,100,
Pineapple,8/21/2020,180,140,
Apple (Imp),8/21/2020,48,48,
Orange (Imp),8/21/2020,55,55,
Samba,8/21/2020,96,98,
Nadu,8/21/2020,92,96,no
Kekulu White,8/21/2020,91,93,
Kekulu Red,8/21/2020,89,93,
Kelawalla,8/21/2020,600,920,
Thalapath,8/21/2020,860,980,
Balaya,8/21/2020,280,460,
Paraw,8/21/2020,550,680,
Salaya,8/21/2020,220,360,
Hurulla,8/21/2020,450,600,
Beans,8/20/2020,175,260,
Carrot,8/20/2020,85,120,
Cabbage,8/20/2020,115,160,
Tomato,8/20/2020,53,80,
Brinjal,8/20/2020,130,160,
Pumpkin,8/20/2020,130,140,
Snake gourd,8/20/2020,110,140,
Red Onion (local),8/20/2020,123,240,
Big Onion (local),8/20/2020,95,118,
Big Onion (Imp),8/20/2020,94,120,
Potato (local),8/20/2020,153,200,
Potato (Imp),8/20/2020,102,160,
Dried Chillie (Imp),8/20/2020,380,480,
Coconut,8/20/2020,69,73,
Coconut oil/Ltr,8/20/2020,340,493,
Dhal (Small),8/20/2020,135,150,
Sugar,8/20/2020,126,130,
Egg,8/20/2020,22,22,
Sprat,8/20/2020,550,800,
Green Chillie,8/20/2020,120,240,
Lime,8/20/2020,65,120,
Banana (Sour),8/20/2020,75,120,
Papaw,8/20/2020,70,100,
Pineapple,8/20/2020,180,120,
Apple (Imp),8/20/2020,48,48,
Orange (Imp),8/20/2020,55,55,
Samba,8/20/2020,96,98,
Nadu,8/20/2020,92,96,no
Kekulu White,8/20/2020,91,93,
Kekulu Red,8/20/2020,89,93,
Kelawalla,8/20/2020,600,930,
Thalapath,8/20/2020,800,960,
Balaya,8/20/2020,300,480,
Paraw,8/20/2020,600,880,
Salaya,8/20/2020,180,300,
Hurulla,8/20/2020,500,590,
Beans,8/19/2020,210,280,
Carrot,8/19/2020,85,160,
Cabbage,8/19/2020,120,180,
Tomato,8/19/2020,43,100,
Brinjal,8/19/2020,120,180,
Pumpkin,8/19/2020,120,120,
Snake gourd,8/19/2020,100,180,
Red Onion (local),8/19/2020,130,240,
Big Onion (local),8/19/2020,88,98,
Big Onion (Imp),8/19/2020,100,120,
Potato (local),8/19/2020,138,280,
Potato (Imp),8/19/2020,105,160,
Dried Chillie (Imp),8/19/2020,380,480,
Coconut,8/19/2020,59,73,
Coconut oil/Ltr,8/19/2020,340,493,
Dhal (Small),8/19/2020,135,150,
Sugar,8/19/2020,126,130,
Egg,8/19/2020,21.5,22,
Sprat,8/19/2020,550,800,
Green Chillie,8/19/2020,100,240,
Lime,8/19/2020,65,140,
Banana (Sour),8/19/2020,75,130,
Papaw,8/19/2020,70,120,
Pineapple,8/19/2020,180,130,
Apple (Imp),8/19/2020,48,48,
Orange (Imp),8/19/2020,55,55,
Samba,8/19/2020,96,98,
Nadu,8/19/2020,92,96,no
Kekulu White,8/19/2020,91,93,
Kekulu Red,8/19/2020,89,93,
Kelawalla,8/19/2020,600,980,
Thalapath,8/19/2020,800,960,
Balaya,8/19/2020,260,460,
Paraw,8/19/2020,650,660,
Salaya,8/19/2020,180,380,
Hurulla,8/19/2020,450,680,
Beans,8/18/2020,207,240,
Carrot,8/18/2020,80,160,
Cabbage,8/18/2020,110,160,
Tomato,8/18/2020,43,100,
Brinjal,8/18/2020,117,160,
Pumpkin,8/18/2020,120,140,
Snake gourd,8/18/2020,107,140,
Red Onion (local),8/18/2020,123,240,
Big Onion (local),8/18/2020,88,98,
Big Onion (Imp),8/18/2020,95,120,
Potato (local),8/18/2020,135,280,
Potato (Imp),8/18/2020,105,160,
Dried Chillie (Imp),8/18/2020,380,480,
Coconut,8/18/2020,59,73,
Coconut oil/Ltr,8/18/2020,340,493,
Dhal (Small),8/18/2020,135,150,
Sugar,8/18/2020,126,130,
Egg,8/18/2020,21.5,22,
Sprat,8/18/2020,550,800,
Green Chillie,8/18/2020,110,260,
Lime,8/18/2020,65,120,
Banana (Sour),8/18/2020,75,130,
Papaw,8/18/2020,70,110,
Pineapple,8/18/2020,180,140,
Apple (Imp),8/18/2020,48,48,
Orange (Imp),8/18/2020,55,55,
Samba,8/18/2020,96,98,
Nadu,8/18/2020,92,96,no
Kekulu White,8/18/2020,91,93,
Kekulu Red,8/18/2020,89,93,
Kelawalla,8/18/2020,600,980,
Thalapath,8/18/2020,900,960,
Balaya,8/18/2020,300,460,
Paraw,8/18/2020,680,680,
Salaya,8/18/2020,260,360,
Hurulla,8/18/2020,500,640,
Beans,8/17/2020,225,240,
Carrot,8/17/2020,85,140,
Cabbage,8/17/2020,130,160,
Tomato,8/17/2020,50,80,
Brinjal,8/17/2020,125,160,
Pumpkin,8/17/2020,115,140,
Snake gourd,8/17/2020,100,140,
Red Onion (local),8/17/2020,128,240,
Big Onion (local),8/17/2020,83,93,
Big Onion (Imp),8/17/2020,95,120,
Potato (local),8/17/2020,138,280,
Potato (Imp),8/17/2020,105,160,
Dried Chillie (Imp),8/17/2020,380,480,
Coconut,8/17/2020,69,73,
Coconut oil/Ltr,8/17/2020,340,493,
Dhal (Small),8/17/2020,135,150,
Sugar,8/17/2020,126,130,
Egg,8/17/2020,22,22,
Sprat,8/17/2020,550,800,
Green Chillie,8/17/2020,110,240,
Lime,8/17/2020,65,120,
Banana (Sour),8/17/2020,80,140,
Papaw,8/17/2020,70,110,
Pineapple,8/17/2020,180,140,
Apple (Imp),8/17/2020,48,48,
Orange (Imp),8/17/2020,55,55,
Samba,8/17/2020,96,98,
Nadu,8/17/2020,92,96,no
Kekulu White,8/17/2020,91,93,
Kekulu Red,8/17/2020,89,93,
Kelawalla,8/17/2020,650,890,
Thalapath,8/17/2020,940,960,
Balaya,8/17/2020,300,460,
Paraw,8/17/2020,650,680,
Salaya,8/17/2020,280,360,
Hurulla,8/17/2020,500,640,
Beans,8/14/2020,180,240,
Carrot,8/14/2020,97,160,
Cabbage,8/14/2020,100,160,
Tomato,8/14/2020,43,100,
Brinjal,8/14/2020,125,180,
Pumpkin,8/14/2020,100,160,
Snake gourd,8/14/2020,100,160,
Red Onion (local),8/14/2020,160,240,
Big Onion (local),8/14/2020,83,93,
Big Onion (Imp),8/14/2020,95,120,
Potato (local),8/14/2020,185,300,
Potato (Imp),8/14/2020,115,160,
Dried Chillie (Imp),8/14/2020,380,480,
Coconut,8/14/2020,64,73,
